"","Date","lat","lon","dep","yr","mag"
"1968",1953-12-25,52.3,159.6,64,1953,6.7
"1969",1954-01-12,-48.2,164.2,0,1954,6.5
"1970",1954-01-12,-48.2,164.2,0,1954,6.5
"1971",1954-01-13,-49,165.8,0,1954,6.7
"1972",1954-02-01,24.279,143.986,46.1,1954,6.8
"1973",1954-02-05,-4.6,153.5,0,1954,6.5
"1974",1954-02-11,38.878,101.225,25.2,1954,7.1
"1975",1954-02-19,11.7,-86.9,0,1954,6.6
"1976",1954-02-19,-30.194,-177.276,30,1954,6.7
"1977",1954-02-20,-7.233,124.364,520.2,1954,7
"1978",1954-02-22,-57.061,-26.854,75,1954,7
"1979",1954-03-03,-5.667,142.537,15,1954,6.9
"1980",1954-03-21,24.305,95.136,180,1954,7.4
"1981",1954-03-28,39.1,41,0,1954,6.8
"1982",1954-03-29,37.008,-3.528,624.8,1954,7
"1983",1954-03-31,12.369,57.999,26.5,1954,7.1
"1984",1954-04-17,51.7,-179.4,0,1954,6.5
"1985",1954-04-29,28.9,-112.9,0,1954,6.6
"1986",1954-04-29,29.032,-112.967,15,1954,7.1
"1987",1954-04-30,39.192,22.191,45,1954,6.8
"1988",1954-05-03,51.9,159.8,0,1954,6.5
"1989",1954-05-14,36,137.4,223,1954,6.6
"1990",1954-06-06,-3.4,135.5,0,1954,6.6
"1991",1954-06-07,-3.6,152.5,477,1954,6.6
"1992",1954-06-15,-5.4,-76.7,128,1954,6.5
"1993",1954-07-02,13,123.9,0,1954,6.6
"1994",1954-07-03,-6.6,105.6,96,1954,6.9
"1995",1954-07-06,46.6,153.4,33,1954,6.5
"1996",1954-07-06,39.5,-118.5,0,1954,6.5
"1997",1954-07-31,38.7,104.2,0,1954,6.5
"1998",1954-08-18,-21.2,-176,160,1954,6.7
"1999",1954-08-24,39.5,-118.3,0,1954,6.6
"2000",1954-09-09,36.2,1.6,0,1954,6.5
"2001",1954-09-13,-20.5,-175.8,128,1954,6.5
"2002",1954-09-15,-17.8,-178.6,540,1954,6.7
"2003",1954-09-17,-21.414,-176.545,248.4,1954,7
"2004",1954-10-01,-10.9,166.2,0,1954,6.6
"2005",1954-10-03,-10.7,165.9,0,1954,6.7
"2006",1954-10-03,60.7,-150.3,64,1954,6.6
"2007",1954-10-21,-41.3,80.2,0,1954,6.5
"2008",1954-11-25,40.5,-125.6,0,1954,6.5
"2009",1954-12-16,39.209,-118.173,20,1954,7.1
"2010",1954-12-16,39.2,-118,0,1954,6.7
"2011",1955-01-05,-49.658,163.01,35,1955,7.1
"2012",1955-01-05,-16.291,167.361,21.3,1955,6.7
"2013",1955-01-05,-16.08,167.402,25,1955,6.6
"2014",1955-01-08,-12.384,166.529,300,1955,6.6
"2015",1955-01-13,52.826,-167.443,34.9,1955,6.7
"2016",1955-02-27,-28.424,-175.548,20,1955,7.8
"2017",1955-03-14,52.767,-173.402,143.6,1955,6.5
"2018",1955-03-18,54.202,161.225,63.4,1955,7.2
"2019",1955-03-22,-9.191,91.76,15,1955,6.9
"2020",1955-03-31,7.594,122.825,35,1955,7.3
"2021",1955-04-05,25.2,-109.6,0,1955,6.6
"2022",1955-04-14,30.01,101.706,16.3,1955,7.5
"2023",1955-04-15,39.833,74.66,35,1955,7.1
"2024",1955-04-15,39.9,74.7,0,1955,6.7
"2025",1955-04-17,52.2,159.7,64,1955,6.6
"2026",1955-04-19,-29.9,-71.6,0,1955,6.9
"2027",1955-04-22,46,150.5,128,1955,6.5
"2028",1955-05-11,-0.2,-77.8,0,1955,6.6
"2029",1955-05-14,27.6,139.9,477,1955,6.5
"2030",1955-05-17,6.748,93.73,25,1955,7.2
"2031",1955-05-26,-10,160.7,0,1955,6.6
"2032",1955-05-28,-30.8,-65.198,192,1955,6.5
"2033",1955-05-30,24.227,142.441,553.1,1955,7.1
"2034",1955-06-02,51.4,-179.8,0,1955,6.5
"2035",1955-06-20,51.4,-179.5,33,1955,6.6
"2036",1955-07-06,51.4,157.5,64,1955,6.6
"2037",1955-07-16,37.6,27.2,0,1955,6.6
"2038",1955-07-17,54.4,-168.3,0,1955,6.7
"2039",1955-08-06,-20.985,-177.41,185,1955,7
"2040",1955-08-16,-6.2,155,192,1955,6.9
"2041",1955-08-21,-3.1,137.5,128,1955,6.7
"2042",1955-08-28,13.8,-90.8,64,1955,6.6
"2043",1955-09-12,32.2,29.6,33,1955,6.5
"2044",1955-09-15,-4.8,134.2,0,1955,6.5
"2045",1955-09-22,23.9,122.5,0,1955,6.6
"2046",1955-09-23,26.6,101.7,0,1955,6.9
"2047",1955-09-26,15.9,-92.2,223,1955,6.7
"2048",1955-10-10,-5.04,152.711,25,1955,7.3
"2049",1955-10-13,-10.054,160.797,100,1955,7.1
"2050",1955-11-04,-34.4,-70.1,128,1955,6.5
"2051",1955-11-10,-15.547,-173.637,66.4,1955,7
"2052",1955-11-17,-26.2,-70.2,64,1955,6.5
"2053",1955-11-22,-24.4,-122.6,0,1955,6.6
"2054",1955-11-23,50.7,157.2,33,1955,6.8
"2055",1955-12-06,-20.2,-70.2,0,1955,6.5
"2056",1955-12-07,26.4,142.7,0,1955,6.7
"2057",1956-01-08,-19.051,-70.631,43.3,1956,6.7
"2058",1956-01-10,-26.215,-174.972,35,1956,6.9
"2059",1956-01-16,-0.819,-80.281,35,1956,6.9
"2060",1956-01-31,-3.421,152.035,362.1,1956,6.9
"2061",1956-02-01,18.853,145.06,379.9,1956,7
"2062",1956-02-09,31.705,-116.059,15,1956,6.6
"2063",1956-02-18,30.173,138.275,480.2,1956,7.1
"2064",1956-03-03,-15.26,-173.52,35,1956,6.5
"2065",1956-03-13,7.904,-81.829,35,1956,6.7
"2066",1956-04-06,36.383,70.762,206,1956,6.6
"2067",1956-04-10,-2.923,102.236,133,1956,6.6
"2068",1956-05-23,-15.523,-178.589,402.5,1956,7.2
"2069",1956-06-09,-30.238,-71.445,29.1,1956,6.6
"2070",1956-06-09,35.031,67.476,35,1956,7.6
"2071",1956-06-23,56.258,163.515,19.8,1956,6.5
"2072",1956-07-09,36.583,26.041,35,1956,7.8
"2073",1956-07-09,36.508,25.956,35,1956,6.7
"2074",1956-07-09,19.769,-72.951,45.6,1956,6.7
"2075",1956-07-16,22.085,95.821,25.2,1956,7.1
"2076",1956-07-17,-6.929,126.073,446.9,1956,6.6
"2077",1956-07-18,-5.048,130.358,106.2,1956,7.2
"2078",1956-07-23,-23.65,-112.07,0,1956,6.6
"2079",1956-08-09,-16.12,-174.799,284.7,1956,6.5
"2080",1956-09-29,35.635,140.323,66.6,1956,6.7
"2081",1956-10-11,45.904,150.607,101.4,1956,7.3
"2082",1956-10-23,13.59,120.58,115,1956,6.5
"2083",1956-10-24,11.619,-86.436,35,1956,7.2
"2084",1956-10-28,-33.389,-178.683,49.4,1956,6.6
"2085",1956-10-31,27.299,54.407,35,1956,6.6
"2086",1956-11-04,-22.181,-175.645,35.4,1956,6.6
"2087",1956-11-28,49.166,155.375,63.8,1956,6.5
"2088",1956-12-18,-25.502,-70.172,44.7,1956,6.9
"2089",1956-12-21,51.386,-130.719,15,1956,6.5
"2090",1956-12-27,-23.41,-176.882,195.7,1956,7
"2091",1957-01-02,52.449,-168.172,12.3,1957,6.7
"2092",1957-01-02,52.75,-167.855,25.8,1957,6.7
"2093",1957-01-02,52.47,-168.525,8.9,1957,6.5
"2094",1957-01-03,43.85,130.771,576.4,1957,6.9
"2095",1957-02-10,10.263,126.134,37.3,1957,6.5
"2096",1957-02-10,10.004,125.974,49.7,1957,6.6
"2097",1957-02-23,23.866,121.493,50.4,1957,7.2
"2098",1957-03-08,39.201,22.744,6.3,1957,6.6
"2099",1957-03-08,39.311,22.713,7.6,1957,6.7
"2100",1957-03-09,51.587,-175.419,35,1957,8.6
"2101",1957-03-09,52.474,-169.484,31.3,1957,7.2
"2102",1957-03-10,51.98,-173.936,12.4,1957,6.6
"2103",1957-03-11,51.058,-176.929,17.3,1957,6.6
"2104",1957-03-11,52.539,-168.896,35.6,1957,7.1
"2105",1957-03-11,51.407,-178.447,32.7,1957,6.9
"2106",1957-03-12,51.74,-176.665,32.2,1957,7.1
"2107",1957-03-13,51.463,-178.559,35,1957,6.7
"2108",1957-03-14,51.332,-176.62,35,1957,7.2
"2109",1957-03-16,51.516,-178.782,31.5,1957,7.1
"2110",1957-03-19,51.821,-174.634,7,1957,6.5
"2111",1957-03-22,53.695,-165.691,42.4,1957,7.1
"2112",1957-03-23,-5.492,130.913,126.7,1957,7.1
"2113",1957-03-29,53.331,-166.892,43.2,1957,6.5
"2114",1957-04-05,-26.623,-177.078,90.7,1957,6.5
"2115",1957-04-09,30.566,138.394,453.9,1957,6.6
"2116",1957-04-10,55.794,-153.823,25,1957,6.9
"2117",1957-04-14,-15.397,-173.138,35,1957,7.5
"2118",1957-04-16,-4.514,107.274,601.7,1957,7.2
"2119",1957-04-19,51.171,-168.253,26.3,1957,6.5
"2120",1957-04-19,52.094,-166.235,35,1957,6.5
"2121",1957-04-21,6.913,-72.053,15.4,1957,6.9
"2122",1957-04-24,36.319,28.733,35,1957,6.7
"2123",1957-04-25,36.355,28.698,35,1957,7.1
"2124",1957-05-12,-9.01,107.24,0,1957,6.5
"2125",1957-05-21,21.759,144.281,100.8,1957,6.9
"2126",1957-05-26,40.669,31.038,17.2,1957,7.2
"2127",1957-06-10,-8.948,117.892,57.9,1957,6.5
"2128",1957-06-10,13.09,143.91,151,1957,6.6
"2129",1957-06-11,-30.802,-177.947,47.9,1957,6.9
"2130",1957-06-11,17.885,120.204,35,1957,6.6
"2131",1957-06-13,51.518,-175.156,17.8,1957,6.7
"2132",1957-06-18,14.471,95.679,35,1957,6.5
"2133",1957-06-18,-25.606,170.071,35.9,1957,6.5
"2134",1957-06-19,-16.388,176.838,41,1957,6.5
"2135",1957-06-22,-2.009,136.684,35,1957,7.3
"2136",1957-06-27,56.419,116.44,15,1957,7.4
"2137",1957-07-01,24.444,93.868,35,1957,6.6
"2138",1957-07-02,36.069,52.695,35,1957,7.1
"2139",1957-07-10,7.524,-82.741,10,1957,6.5
"2140",1957-07-14,-27.139,-177.741,200.6,1957,7
"2141",1957-07-14,-30.061,-177.589,51.1,1957,6.6
"2142",1957-07-28,16.886,-99.288,41.2,1957,7.8
"2143",1957-08-11,-17.9,169.03,17,1957,6.6
"2144",1957-08-21,43.9,147,100,1957,6.5
"2145",1957-09-24,5.245,127.123,35,1957,7.7
"2146",1957-09-28,-20.693,-178.157,586.6,1957,7.2
"2147",1957-10-25,50.52,156.54,68,1957,6.6
"2148",1957-11-29,-20.537,-67.229,158.8,1957,7.4
"2149",1957-12-04,45.182,99.219,25,1957,8.1
"2150",1957-12-10,-6.563,154.947,23.1,1957,6.6
"2151",1957-12-13,6.777,-76.791,56.6,1957,6.5
"2152",1957-12-13,34.298,47.718,35,1957,6.8
"2153",1957-12-17,-12.473,166.672,124.2,1957,7.2
"2154",1958-01-15,-16.781,-72.492,69,1958,7
"2155",1958-01-19,0.985,-79.492,18.7,1958,7.8
"2156",1958-01-19,1.182,-79.586,35,1958,6.6
"2157",1958-01-27,-14.99,-174.1,47,1958,6.6
"2158",1958-02-01,1.458,-79.554,35,1958,6.7
"2159",1958-02-07,31.573,103.923,15.4,1958,6.6
"2160",1958-02-22,50.126,-175.5,35,1958,6.5
"2161",1958-03-11,23.812,124.163,35,1958,7.2
"2162",1958-03-28,36.557,70.986,184.8,1958,6.6
"2163",1958-04-07,65.895,-156.343,15,1958,7.3
"2164",1958-04-07,38.382,143.332,35,1958,6.7
"2165",1958-04-07,45.253,98.519,25,1958,6.6
"2166",1958-04-13,52.934,160.85,3.2,1958,6.5
"2167",1958-04-14,0.706,-79.575,35,1958,6.6
"2168",1958-05-09,-30.5,-65,200,1958,6.6
"2169",1958-05-31,-15.324,168.545,11.5,1958,7.1
"2170",1958-06-25,-3.543,144.67,46.7,1958,6.7
"2171",1958-06-29,-15.59,-71.33,171,1958,6.5
"2172",1958-07-10,58.475,-136.283,15,1958,7.8
"2173",1958-07-19,-0.719,129.792,35,1958,6.6
"2174",1958-07-26,-13.285,-69.41,614.7,1958,7.2
"2175",1958-08-06,-16.67,-173.06,54,1958,6.6
"2176",1958-08-15,53.516,160.227,45,1958,6.6
"2177",1958-08-15,1.556,124.94,77.9,1958,6.9
"2178",1958-08-16,34.255,47.875,35,1958,6.5
"2179",1958-09-04,-33.826,-70.14,35,1958,6.6
"2180",1958-09-25,7.939,-39.353,35,1958,6.5
"2181",1958-11-06,44.311,148.65,35,1958,8.4
"2182",1958-11-08,51.811,159.769,9,1958,6.6
"2183",1958-11-12,44.047,148.818,35,1958,7
"2184",1958-12-10,-36.92,177.02,274,1958,6.6
"2185",1959-01-13,13.43,146.09,0,1959,6.6
"2186",1959-01-22,37.557,142.48,32.1,1959,7.2
"2187",1959-01-30,-9.84,160.93,59,1959,6.6
"2188",1959-02-07,-3.786,-81.683,35,1959,6.9
"2189",1959-02-15,-59.758,-25.802,35,1959,6.5
"2190",1959-03-01,-0.99,134.172,43.5,1959,7
"2191",1959-04-26,24.682,122.766,117.8,1959,7.5
"2192",1959-05-04,53.37,159.663,35,1959,8
"2193",1959-05-12,-23.147,-64.937,35,1959,6.6
"2194",1959-05-24,17.456,-97.179,69.6,1959,7
"2195",1959-06-14,-20.275,-68.827,35,1959,7.5
"2196",1959-06-18,54.19,160.131,0.4,1959,6.6
"2197",1959-06-27,-33.715,179.922,163.1,1959,6.5
"2198",1959-06-27,41.797,79.954,25,1959,6.5
"2199",1959-07-03,-16.292,173.037,60.3,1959,6.6
"2200",1959-07-18,15.753,120.575,156.6,1959,6.7
"2201",1959-07-19,-15.087,-70.331,210.1,1959,7.1
"2202",1959-08-15,21.978,120.95,26.8,1959,7.2
"2203",1959-08-17,-7.893,156.341,35,1959,7.1
"2204",1959-08-18,21.987,121.533,174.5,1959,6.6
"2205",1959-08-18,44.566,-110.655,15,1959,7.3
"2206",1959-08-24,-10.506,161.336,35,1959,6.7
"2207",1959-08-26,18.16,-94.41,23.8,1959,6.7
"2208",1959-09-14,-28.725,-177.075,35,1959,7.8
"2209",1959-09-14,-28.73,-177.09,0,1959,6.5
"2210",1959-09-15,-28.665,-176.681,17.4,1959,6.7
"2211",1959-09-15,-22.053,-179.323,585.5,1959,6.9
"2212",1959-09-25,21.875,121.249,35,1959,6.6
"2213",1959-10-15,0.007,119.99,24.2,1959,6.5
"2214",1959-10-26,37.531,143.058,11.6,1959,6.5
"2215",1959-11-15,37.754,20.512,24.5,1959,6.6
"2216",1959-11-19,-5.91,146.493,128.2,1959,7
"2217",1959-11-26,-5.423,102.805,45.9,1959,6.5
"2218",1959-12-14,-59.903,-25.939,35,1959,6.9
"2219",1959-12-21,13.923,51.623,35,1959,6.6
"2220",1959-12-26,52.218,160.241,47.1,1959,6.5
"2221",1959-12-27,55.978,162.878,27.9,1959,6.6
